id	brand	nodeType	parentId	visibility	showInMenu	showInBrowse	hubMode	topCategory	subCategory	title	menuTitle	slug	url	template	status	menuOrder	browseOrder	"tags,nodeType"
bnb-farming-plants-ash-rose-burning-springs	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - Burning Springs	Ash Rose - Burning Springs	ash-rose-burning-springs	/bnb/farming/plants/ash-rose/ash-rose-burning-springs/	plant-region-hub	published	12	12	"farming,plants,plant-region-hub,page"
bnb-farming-plants-ash-rose-cranberry-bog	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - Cranberry Bog	Ash Rose - Cranberry Bog	ash-rose-cranberry-bog	/bnb/farming/plants/ash-rose/ash-rose-cranberry-bog/	plant-region-hub	published	13	13	"farming,plants,plant-region-hub,page"
bnb-farming-plants-ash-rose-forest	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - Forest	Ash Rose - Forest	ash-rose-forest	/bnb/farming/plants/ash-rose/ash-rose-forest/	plant-region-hub	published	14	14	"farming,plants,plant-region-hub,page"
bnb-farming-plants-ash-rose-guide	bnb	page	bnb-sc-farming-plants-ash-rose	public	1	1		Farming - Plants	Ash Rose	Ash Rose Guide	Ash Rose Guide	ash-rose-guide	/bnb/farming/plants/ash-rose/ash-rose-guide/	plant-item-guide-hub	published	10	10	"farming,plants,plant-item-guide-hub,page,guide,page"
bnb-farming-plants-ash-rose-mire	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - The Mire	Ash Rose - The Mire	ash-rose-mire	/bnb/farming/plants/ash-rose/ash-rose-mire/	plant-region-hub	published	17	17	"farming,plants,plant-region-hub,page"
bnb-farming-plants-ash-rose-savage-divide	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - Savage Divide	Ash Rose - Savage Divide	ash-rose-savage-divide	/bnb/farming/plants/ash-rose/ash-rose-savage-divide/	plant-region-hub	published	15	15	"farming,plants,plant-region-hub,page"
bnb-farming-plants-ash-rose-skyline-valley	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - Skyline Valley	Ash Rose - Skyline Valley	ash-rose-skyline-valley	/bnb/farming/plants/ash-rose/ash-rose-skyline-valley/	plant-region-hub	published	16	16	"farming,plants,plant-region-hub,page"
bnb-farming-plants-ash-rose-the-pitt	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - The Pitt	Ash Rose - The Pitt	ash-rose-the-pitt	/bnb/farming/plants/ash-rose/ash-rose-the-pitt/	plant-region-hub	published	19	19	"farming,plants,plant-region-hub,page"
bnb-farming-plants-ash-rose-toxic-valley	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - Toxic Valley	Ash Rose - Toxic Valley	ash-rose-toxic-valley	/bnb/farming/plants/ash-rose/ash-rose-toxic-valley/	plant-region-hub	published	18	18	"farming,plants,plant-region-hub,page"
bnb-sc-farming-plants-aster	bnb	sub	bnb-tc-farming-plants	public	1	0	subcards	Farming - Plants	Aster	Aster	Aster	aster	/bnb/farming/plants/aster/	category-hub	published	21		"farming,plants,category-hub,sub"
bnb-farming-plants-aster-ash-heap	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - Ash Heap	Aster Plants - Ash Heap	aster-ash-heap	/bnb/farming/plants/aster/aster-ash-heap/	plant-region-hub	published	11	11	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-atlantic-city	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - Atlantic City	Aster Plants - Atlantic City	aster-atlantic-city	/bnb/farming/plants/aster/aster-atlantic-city/	plant-region-hub	published	20	20	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-burning-springs	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - Burning Springs	Aster Plants - Burning Springs	aster-burning-springs	/bnb/farming/plants/aster/aster-burning-springs/	plant-region-hub	published	12	12	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-cranberry-bog	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - Cranberry Bog	Aster Plants - Cranberry Bog	aster-cranberry-bog	/bnb/farming/plants/aster/aster-cranberry-bog/	plant-region-hub	published	13	13	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-forest	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - Forest	Aster Plants - Forest	aster-forest	/bnb/farming/plants/aster/aster-forest/	plant-region-hub	published	14	14	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-guide	bnb	page	bnb-sc-farming-plants-aster	public	1	1		Farming - Plants	Aster	Aster Guide	Aster Guide	aster-guide	/bnb/farming/plants/aster/aster-guide/	plant-item-guide-hub	published	10	10	"farming,plants,plant-item-guide-hub,page,guide,page"
bnb-farming-plants-aster-mire	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster - The Mire	Aster - The Mire	aster-mire	/bnb/farming/plants/aster/aster-mire/	plant-region-hub	published	17	17	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-savage-divide	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - Savage Divide	Aster Plants - Savage Divide	aster-savage-divide	/bnb/farming/plants/aster/aster-savage-divide/	plant-region-hub	published	15	15	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-skyline-valley	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - Skyline Valley	Aster Plants - Skyline Valley	aster-skyline-valley	/bnb/farming/plants/aster/aster-skyline-valley/	plant-region-hub	published	16	16	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-the-pitt	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - The Pitt	Aster Plants - The Pitt	aster-the-pitt	/bnb/farming/plants/aster/aster-the-pitt/	plant-region-hub	published	19	19	"farming,plants,plant-region-hub,page"
bnb-farming-plants-aster-toxic-valley	bnb	page	bnb-sc-farming-plants-aster	public	0	1		Farming - Plants	Aster	Aster Plants - Toxic Valley	Aster Plants - Toxic Valley	aster-toxic-valley	/bnb/farming/plants/aster/aster-toxic-valley/	plant-region-hub	published	18	18	"farming,plants,plant-region-hub,page"
bnb-sc-farming-plants-blackberries	bnb	sub	bnb-tc-farming-plants	public	1	0	subcards	Farming - Plants	Blackberries	Blackberries	Blackberries	blackberries	/bnb/farming/plants/blackberries/	category-hub	published	22		"farming,plants,category-hub,sub"
bnb-farming-plants-blackberries-ash-heap	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - Ash Heap	Blackberries Plants - Ash Heap	blackberries-ash-heap	/bnb/farming/plants/blackberries/blackberries-ash-heap/	plant-region-hub	published	11	11	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-atlantic-city	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - Atlantic City	Blackberries Plants - Atlantic City	blackberries-atlantic-city	/bnb/farming/plants/blackberries/blackberries-atlantic-city/	plant-region-hub	published	20	20	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-burning-springs	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - Burning Springs	Blackberries Plants - Burning Springs	blackberries-burning-springs	/bnb/farming/plants/blackberries/blackberries-burning-springs/	plant-region-hub	published	12	12	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-cranberry-bog	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - Cranberry Bog	Blackberries Plants - Cranberry Bog	blackberries-cranberry-bog	/bnb/farming/plants/blackberries/blackberries-cranberry-bog/	plant-region-hub	published	13	13	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-forest	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - Forest	Blackberries Plants - Forest	blackberries-forest	/bnb/farming/plants/blackberries/blackberries-forest/	plant-region-hub	published	14	14	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-guide	bnb	page	bnb-sc-farming-plants-blackberries	public	1	1		Farming - Plants	Blackberries	Blackberries Guide	Blackberries Guide	blackberries-guide	/bnb/farming/plants/blackberries/blackberries-guide/	plant-item-guide-hub	published	10	10	"farming,plants,plant-item-guide-hub,page,guide,page"
bnb-farming-plants-blackberries-mire	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries - The Mire	Blackberries - The Mire	blackberries-mire	/bnb/farming/plants/blackberries/blackberries-mire/	plant-region-hub	published	17	17	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-savage-divide	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - Savage Divide	Blackberries Plants - Savage Divide	blackberries-savage-divide	/bnb/farming/plants/blackberries/blackberries-savage-divide/	plant-region-hub	published	15	15	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-skyline-valley	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - Skyline Valley	Blackberries Plants - Skyline Valley	blackberries-skyline-valley	/bnb/farming/plants/blackberries/blackberries-skyline-valley/	plant-region-hub	published	16	16	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-the-pitt	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - The Pitt	Blackberries Plants - The Pitt	blackberries-the-pitt	/bnb/farming/plants/blackberries/blackberries-the-pitt/	plant-region-hub	published	19	19	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blackberries-toxic-valley	bnb	page	bnb-sc-farming-plants-blackberries	public	0	1		Farming - Plants	Blackberries	Blackberries Plants - Toxic Valley	Blackberries Plants - Toxic Valley	blackberries-toxic-valley	/bnb/farming/plants/blackberries/blackberries-toxic-valley/	plant-region-hub	published	18	18	"farming,plants,plant-region-hub,page"
bnb-sc-farming-plants-blight	bnb	sub	bnb-tc-farming-plants	public	1	0	subcards	Farming - Plants	Blight	Blight	Blight	blight	/bnb/farming/plants/blight/	category-hub	published	23		"farming,plants,category-hub,sub"
bnb-farming-plants-blight-ash-heap	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - Ash Heap	Blight Plants - Ash Heap	blight-ash-heap	/bnb/farming/plants/blight/blight-ash-heap/	plant-region-hub	published	11	11	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-atlantic-city	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - Atlantic City	Blight Plants - Atlantic City	blight-atlantic-city	/bnb/farming/plants/blight/blight-atlantic-city/	plant-region-hub	published	20	20	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-burning-springs	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - Burning Springs	Blight Plants - Burning Springs	blight-burning-springs	/bnb/farming/plants/blight/blight-burning-springs/	plant-region-hub	published	12	12	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-cranberry-bog	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - Cranberry Bog	Blight Plants - Cranberry Bog	blight-cranberry-bog	/bnb/farming/plants/blight/blight-cranberry-bog/	plant-region-hub	published	13	13	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-forest	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - Forest	Blight Plants - Forest	blight-forest	/bnb/farming/plants/blight/blight-forest/	plant-region-hub	published	14	14	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-guide	bnb	page	bnb-sc-farming-plants-blight	public	1	1		Farming - Plants	Blight	Blight Guide	Blight Guide	blight-guide	/bnb/farming/plants/blight/blight-guide/	plant-item-guide-hub	published	10	10	"farming,plants,plant-item-guide-hub,page,guide,page"
bnb-farming-plants-blight-mire	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight - The Mire	Blight - The Mire	blight-mire	/bnb/farming/plants/blight/blight-mire/	plant-region-hub	published	17	17	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-savage-divide	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - Savage Divide	Blight Plants - Savage Divide	blight-savage-divide	/bnb/farming/plants/blight/blight-savage-divide/	plant-region-hub	published	15	15	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-skyline-valley	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - Skyline Valley	Blight Plants - Skyline Valley	blight-skyline-valley	/bnb/farming/plants/blight/blight-skyline-valley/	plant-region-hub	published	16	16	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-the-pitt	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - The Pitt	Blight Plants - The Pitt	blight-the-pitt	/bnb/farming/plants/blight/blight-the-pitt/	plant-region-hub	published	19	19	"farming,plants,plant-region-hub,page"
bnb-farming-plants-blight-toxic-valley	bnb	page	bnb-sc-farming-plants-blight	public	0	1		Farming - Plants	Blight	Blight Plants - Toxic Valley	Blight Plants - Toxic Valley	blight-toxic-valley	/bnb/farming/plants/blight/blight-toxic-valley/	plant-region-hub	published	18	18	"farming,plants,plant-region-hub,page"
bnb-sc-farming-plants-bloodleaf	bnb	sub	bnb-tc-farming-plants	public	1	0	subcards	Farming - Plants	Bloodleaf	Bloodleaf	Bloodleaf	bloodleaf	/bnb/farming/plants/bloodleaf/	category-hub	published	24		"farming,plants,category-hub,sub"
bnb-farming-plants-bloodleaf-ash-heap	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - Ash Heap	Bloodleaf Plants - Ash Heap	bloodleaf-ash-heap	/bnb/farming/plants/bloodleaf/bloodleaf-ash-heap/	plant-region-hub	published	11	11	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-atlantic-city	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - Atlantic City	Bloodleaf Plants - Atlantic City	bloodleaf-atlantic-city	/bnb/farming/plants/bloodleaf/bloodleaf-atlantic-city/	plant-region-hub	published	20	20	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-burning-springs	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - Burning Springs	Bloodleaf Plants - Burning Springs	bloodleaf-burning-springs	/bnb/farming/plants/bloodleaf/bloodleaf-burning-springs/	plant-region-hub	published	12	12	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-cranberry-bog	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - Cranberry Bog	Bloodleaf Plants - Cranberry Bog	bloodleaf-cranberry-bog	/bnb/farming/plants/bloodleaf/bloodleaf-cranberry-bog/	plant-region-hub	published	13	13	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-forest	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - Forest	Bloodleaf Plants - Forest	bloodleaf-forest	/bnb/farming/plants/bloodleaf/bloodleaf-forest/	plant-region-hub	published	14	14	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-guide	bnb	page	bnb-sc-farming-plants-bloodleaf	public	1	1		Farming - Plants	Bloodleaf	Bloodleaf Guide	Bloodleaf Guide	bloodleaf-guide	/bnb/farming/plants/bloodleaf/bloodleaf-guide/	plant-item-guide-hub	published	10	10	"farming,plants,plant-item-guide-hub,page,guide,page"
bnb-farming-plants-bloodleaf-mire	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf - The Mire	Bloodleaf - The Mire	bloodleaf-mire	/bnb/farming/plants/bloodleaf/bloodleaf-mire/	plant-region-hub	published	17	17	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-savage-divide	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - Savage Divide	Bloodleaf Plants - Savage Divide	bloodleaf-savage-divide	/bnb/farming/plants/bloodleaf/bloodleaf-savage-divide/	plant-region-hub	published	15	15	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-skyline-valley	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - Skyline Valley	Bloodleaf Plants - Skyline Valley	bloodleaf-skyline-valley	/bnb/farming/plants/bloodleaf/bloodleaf-skyline-valley/	plant-region-hub	published	16	16	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-the-pitt	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - The Pitt	Bloodleaf Plants - The Pitt	bloodleaf-the-pitt	/bnb/farming/plants/bloodleaf/bloodleaf-the-pitt/	plant-region-hub	published	19	19	"farming,plants,plant-region-hub,page"
bnb-farming-plants-bloodleaf-toxic-valley	bnb	page	bnb-sc-farming-plants-bloodleaf	public	0	1		Farming - Plants	Bloodleaf	Bloodleaf Plants - Toxic Valley	Bloodleaf Plants - Toxic Valley	bloodleaf-toxic-valley	/bnb/farming/plants/bloodleaf/bloodleaf-toxic-valley/	plant-region-hub	published	18	18	"farming,plants,plant-region-hub,page"
bnb-sc-farming-plants-brain-fungus	bnb	sub	bnb-tc-farming-plants	public	1	0	subcards	Farming - Plants	Brain Fungus	Brain Fungus	Brain Fungus	brain-fungus	/bnb/farming/plants/brain-fungus/	category-hub	published	25		"farming,plants,category-hub,sub"
bnb-farming-plants-brain-fungus-ash-heap	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - Ash Heap	Brain Fungus Plants - Ash Heap	brain-fungus-ash-heap	/bnb/farming/plants/brain-fungus/brain-fungus-ash-heap/	plant-region-hub	published	11	11	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-atlantic-city	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - Atlantic City	Brain Fungus Plants - Atlantic City	brain-fungus-atlantic-city	/bnb/farming/plants/brain-fungus/brain-fungus-atlantic-city/	plant-region-hub	published	20	20	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-burning-springs	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - Burning Springs	Brain Fungus Plants - Burning Springs	brain-fungus-burning-springs	/bnb/farming/plants/brain-fungus/brain-fungus-burning-springs/	plant-region-hub	published	12	12	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-cranberry-bog	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - Cranberry Bog	Brain Fungus Plants - Cranberry Bog	brain-fungus-cranberry-bog	/bnb/farming/plants/brain-fungus/brain-fungus-cranberry-bog/	plant-region-hub	published	13	13	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-forest	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - Forest	Brain Fungus Plants - Forest	brain-fungus-forest	/bnb/farming/plants/brain-fungus/brain-fungus-forest/	plant-region-hub	published	14	14	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-guide	bnb	page	bnb-sc-farming-plants-brain-fungus	public	1	1		Farming - Plants	Brain Fungus	Brain Fungus Guide	Brain Fungus Guide	brain-fungus-guide	/bnb/farming/plants/brain-fungus/brain-fungus-guide/	plant-item-guide-hub	published	10	10	"farming,plants,plant-item-guide-hub,page,guide,page"
bnb-farming-plants-brain-fungus-mire	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus - The Mire	Brain Fungus - The Mire	brain-fungus-mire	/bnb/farming/plants/brain-fungus/brain-fungus-mire/	plant-region-hub	published	17	17	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-savage-divide	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - Savage Divide	Brain Fungus Plants - Savage Divide	brain-fungus-savage-divide	/bnb/farming/plants/brain-fungus/brain-fungus-savage-divide/	plant-region-hub	published	15	15	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-skyline-valley	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - Skyline Valley	Brain Fungus Plants - Skyline Valley	brain-fungus-skyline-valley	/bnb/farming/plants/brain-fungus/brain-fungus-skyline-valley/	plant-region-hub	published	16	16	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-the-pitt	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - The Pitt	Brain Fungus Plants - The Pitt	brain-fungus-the-pitt	/bnb/farming/plants/brain-fungus/brain-fungus-the-pitt/	plant-region-hub	published	19	19	"farming,plants,plant-region-hub,page"
bnb-farming-plants-brain-fungus-toxic-valley	bnb	page	bnb-sc-farming-plants-brain-fungus	public	0	1		Farming - Plants	Brain Fungus	Brain Fungus Plants - Toxic Valley	Brain Fungus Plants - Toxic Valley	brain-fungus-toxic-valley	/bnb/farming/plants/brain-fungus/brain-fungus-toxic-valley/	plant-region-hub	published	18	18	"farming,plants,plant-region-hub,page"
